date,arrivals_m,ma12,seasonal,residual
2018-12-01,6.099,6.929791666666667,-0.7010552884615383,-0.12973637820512807
2019-01-01,3.735,6.9403333333333315,-2.3237283653846155,-0.8816049679487161
2019-02-01,4.047,6.954208333333332,-2.159052083333333,-0.7481562499999992
2019-03-01,5.108,6.964625,-1.5593020833333333,-0.2973229166666669
2019-04-01,6.371,6.974833333333333,-0.6830328525641025,0.07919951923077018
2019-05-01,6.461,6.9749583333333325,-0.4604142628205128,-0.0535440705128194
2019-06-01,7.993,6.971499999999999,0.7126306089743589,0.3088693910256425
2019-07-01,11.34,6.910208333333332,3.3069350961538455,1.122856570512822
2019-08-01,11.709,6.770874999999999,3.641848557692308,1.2962764423076925
2019-09-01,8.713,6.492291666666666,1.4833485576923078,0.7373597756410257
2019-10-01,7.602,6.0255,0.536707532051282,1.0397924679487183
2019-11-01,4.464,5.496833333333334,-1.7948854166666668,0.7620520833333333
2019-12-01,6.131,4.9383333333333335,-0.7010552884615383,1.8937219551282052
2020-01-01,2.232,4.2750416666666675,-2.3237283653846155,0.28068669871794816
2020-02-01,2.206,3.5444583333333335,-2.159052083333333,0.8205937499999996
2020-03-01,0.263,2.93425,-1.5593020833333333,-1.1119479166666668
2020-04-01,0.013,2.4765416666666664,-0.6830328525641025,-1.780508814102564
2020-05-01,0.131,2.135708333333333,-0.4604142628205128,-1.5442940705128205
2020-06-01,0.919,1.794875,0.7126306089743589,-1.588505608974359
2020-07-01,2.495,1.5092083333333335,3.3069350961538455,-2.321143429487179
2020-08-01,3.02,1.3593750000000002,3.641848557692308,-1.981223557692308
2020-09-01,2.757,1.3072083333333335,1.4833485576923078,-0.03355689102564119
2020-10-01,2.573,1.3762916666666667,0.536707532051282,0.6600008012820513
2020-11-01,1.313,1.4859166666666668,-1.7948854166666668,1.62196875
2020-12-01,1.102,1.6370416666666667,-0.7010552884615383,0.16601362179487167
2021-01-01,0.405,1.8429999999999997,-2.3237283653846155,0.8857283653846157
2021-02-01,0.437,2.0874166666666665,-2.159052083333333,0.5086354166666667
2021-03-01,0.78,2.294916666666667,-1.5593020833333333,0.0443854166666664
2021-04-01,1.154,2.417125,-0.6830328525641025,-0.5800921474358975
2021-05-01,1.621,2.481291666666667,-0.4604142628205128,-0.3998774038461541
2021-06-01,3.056,2.5508333333333337,0.7126306089743589,-0.2074639423076926
2021-07-01,5.301,2.7154166666666666,3.3069350961538455,-0.7213517628205119
2021-08-01,6.08,2.9564166666666667,3.641848557692308,-0.5182652243589745
2021-09-01,4.677,3.2260416666666663,1.4833485576923078,-0.03239022435897443
2021-10-01,3.586,3.553375,0.536707532051282,-0.5040825320512821
2021-11-01,1.84,3.900583333333333,-1.7948854166666668,-0.265697916666666
2021-12-01,2.244,4.224625,-0.7010552884615383,-1.279569711538461
2022-01-01,3.213,4.5657499999999995,-2.3237283653846155,0.970978365384616
2022-02-01,3.413,4.914916666666666,-2.159052083333333,0.6571354166666672
2022-03-01,4.275,5.2007916666666665,-1.5593020833333333,0.6335104166666672
2022-04-01,5.515,5.439958333333332,-0.6830328525641025,0.7580745192307698
2022-05-01,5.593,5.646583333333332,-0.4604142628205128,0.4068309294871806
2022-06-01,6.861,5.852416666666665,0.7126306089743589,0.295952724358976
2022-07-01,9.683,5.998708333333332,3.3069350961538455,0.3773565705128221
2022-08-01,10.078,6.0529166666666665,3.641848557692308,0.38323477564102504
2022-09-01,7.54,6.1111249999999995,1.4833485576923078,-0.05447355769230722
2022-10-01,6.463,6.179166666666666,0.536707532051282,-0.25287419871794814
2022-11-01,3.922,6.2588333333333335,-1.7948854166666668,-0.5419479166666665
2022-12-01,5.102,6.346541666666667,-0.7010552884615383,-0.5434863782051284
2023-01-01,3.866,6.4852083333333335,-2.3237283653846155,-0.2954799679487179
2023-02-01,4.061,6.665708333333332,-2.159052083333333,-0.445656249999999
2023-03-01,5.024,6.81075,-1.5593020833333333,-0.2274479166666663
2023-04-01,6.399,6.903666666666666,-0.6830328525641025,0.17836618589743636
2023-05-01,6.621,6.9665,-0.4604142628205128,0.11491426282051331
2023-06-01,7.938,7.043041666666666,0.7126306089743589,0.18232772435897437
2023-07-01,11.934,,3.3069350961538455,
2023-08-01,12.159,,3.641848557692308,
2023-09-01,8.94,,1.4833485576923078,
2023-10-01,7.293,,0.536707532051282,
2023-11-01,4.6,,-1.7948854166666668,
2023-12-01,6.261,,-0.7010552884615383,
